,account,date,text,compound,positive,neutral,negative
406,nytimes,Mon Jan 15 03:57:48 +0000 2018,"In Iran, Protester ‘Suicides’ Stir Anger and Calls for Accountability https://t.co/ipFcTXrdPU",-0.5719,0.0,0.73,0.27
407,nytimes,Mon Jan 15 03:54:37 +0000 2018,"The Saturday Profile: Cairo’s Lawsuit King Sues Actors, Belly Dancers, Even Puppet Shows https://t.co/9aTTItWgPH",-0.2263,0.0,0.872,0.128
408,nytimes,Mon Jan 15 03:47:51 +0000 2018,"When a woman was raped in a Brooklyn park in 1994, a columnist called it a hoax. But new DNA testing has solved the… https://t.co/r9ymHZJG43",-0.6808,0.078,0.672,0.25
409,nytimes,Mon Jan 15 03:31:40 +0000 2018,Review: A Fantasy Town Builds a Wall Against Time in ‘Ballyturk’ https://t.co/DX8gucTmZA,0.0,0.0,1.0,0.0
410,nytimes,Mon Jan 15 03:30:20 +0000 2018,Go gray https://t.co/nXX1Fg4cXh,0.0,0.0,1.0,0.0
411,nytimes,Mon Jan 15 03:11:26 +0000 2018,False Missile Alert Looms as a Black Eye for Hawaii and Its Governor https://t.co/cKivw4Lp8R,0.1531,0.149,0.743,0.108
412,nytimes,Mon Jan 15 03:08:23 +0000 2018,Secret Tunnel in Berlin Is an Echo From the Cold War https://t.co/6TP8ugbXRc,-0.5994,0.0,0.738,0.262
413,nytimes,Mon Jan 15 02:59:58 +0000 2018,"RT @nytimesarts: In the battle of the peak-TV queens, it's Victoria's turn https://t.co/JJ8nOjD3sw",-0.3818,0.0,0.822,0.178
414,nytimes,Mon Jan 15 02:42:05 +0000 2018,"""We fully felt like we were about to die. I drove to try to get to my kids even though I knew I probably wouldn't m… https://t.co/7QiaxcR3Kp",-0.2782,0.097,0.767,0.136
415,nytimes,Mon Jan 15 02:22:26 +0000 2018,"‘I’m Not a Racist,’ Trump Says in Denying Vulgar Comment https://t.co/ZKVU1jeUvj",-0.34,0.0,0.789,0.211
416,nytimes,Mon Jan 15 02:09:54 +0000 2018,"Male sea turtles are disappearing from Australia’s Great Barrier Reef, a new study suggests https://t.co/zjW4rysnUz",0.5574,0.233,0.682,0.085
417,nytimes,Mon Jan 15 01:55:56 +0000 2018,"Breaking News: ""I'm not a racist."" President Trump insisted again on Sunday that he did not make a vulgar comment l… https://t.co/NUWF6ipxCm",0.0,0.0,1.0,0.0
418,nytimes,Mon Jan 15 01:49:14 +0000 2018,Vikings Shock Saints on Last-Second Touchdown by Stefon Diggs https://t.co/l8VlsKxwQe,-0.3818,0.0,0.776,0.224
419,nytimes,Mon Jan 15 01:41:54 +0000 2018,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/CqxEpjEwpZ",0.0,0.0,1.0,0.0
420,nytimes,Mon Jan 15 05:18:32 +0000 2018,Detroit Auto Show May Be Celebrating an Era About to End https://t.co/vfYgjs0Mmi,0.5719,0.252,0.748,0.0
421,nytimes,Mon Jan 15 05:17:01 +0000 2018,Japan is scrambling to ensure it has a future in an electric-car world https://t.co/wcNjkiCz8t,0.3818,0.178,0.822,0.0
422,nytimes,Mon Jan 15 05:00:26 +0000 2018,“You make one mistake and it’s all gone” https://t.co/MnAyUcq0Jg,-0.34,0.0,0.769,0.231
423,nytimes,Mon Jan 15 04:42:52 +0000 2018,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/6ZM7AdmpjU",0.0,0.0,1.0,0.0
424,nytimes,Mon Jan 15 04:25:18 +0000 2018,RT @NYTHealth: Germany and other countries have health care systems that don't allow people with diabetes and other chronic illnesses to go…,-0.1695,0.118,0.702,0.18
425,nytimes,Mon Jan 15 04:07:54 +0000 2018,"Doug Harvey, Hall of Fame Umpire Whom Players Called God, Dies at 87 https://t.co/4MND81qAdm",0.6124,0.294,0.706,0.0
426,nytimes,Mon Jan 15 03:57:48 +0000 2018,"In Iran, Protester ‘Suicides’ Stir Anger and Calls for Accountability https://t.co/ipFcTXrdPU",-0.5719,0.0,0.73,0.27
427,nytimes,Mon Jan 15 03:54:37 +0000 2018,"The Saturday Profile: Cairo’s Lawsuit King Sues Actors, Belly Dancers, Even Puppet Shows https://t.co/9aTTItWgPH",-0.2263,0.0,0.872,0.128
428,nytimes,Mon Jan 15 03:47:51 +0000 2018,"When a woman was raped in a Brooklyn park in 1994, a columnist called it a hoax. But new DNA testing has solved the… https://t.co/r9ymHZJG43",-0.6808,0.078,0.672,0.25
429,nytimes,Mon Jan 15 03:31:40 +0000 2018,Review: A Fantasy Town Builds a Wall Against Time in ‘Ballyturk’ https://t.co/DX8gucTmZA,0.0,0.0,1.0,0.0
430,nytimes,Mon Jan 15 03:30:20 +0000 2018,Go gray https://t.co/nXX1Fg4cXh,0.0,0.0,1.0,0.0
431,nytimes,Mon Jan 15 03:11:26 +0000 2018,False Missile Alert Looms as a Black Eye for Hawaii and Its Governor https://t.co/cKivw4Lp8R,0.1531,0.149,0.743,0.108
432,nytimes,Mon Jan 15 03:08:23 +0000 2018,Secret Tunnel in Berlin Is an Echo From the Cold War https://t.co/6TP8ugbXRc,-0.5994,0.0,0.738,0.262
433,nytimes,Mon Jan 15 02:59:58 +0000 2018,"RT @nytimesarts: In the battle of the peak-TV queens, it's Victoria's turn https://t.co/JJ8nOjD3sw",-0.3818,0.0,0.822,0.178
434,nytimes,Mon Jan 15 02:42:05 +0000 2018,"""We fully felt like we were about to die. I drove to try to get to my kids even though I knew I probably wouldn't m… https://t.co/7QiaxcR3Kp",-0.2782,0.097,0.767,0.136
435,nytimes,Mon Jan 15 02:22:26 +0000 2018,"‘I’m Not a Racist,’ Trump Says in Denying Vulgar Comment https://t.co/ZKVU1jeUvj",-0.34,0.0,0.789,0.211
436,nytimes,Mon Jan 15 02:09:54 +0000 2018,"Male sea turtles are disappearing from Australia’s Great Barrier Reef, a new study suggests https://t.co/zjW4rysnUz",0.5574,0.233,0.682,0.085
437,nytimes,Mon Jan 15 01:55:56 +0000 2018,"Breaking News: ""I'm not a racist."" President Trump insisted again on Sunday that he did not make a vulgar comment l… https://t.co/NUWF6ipxCm",0.0,0.0,1.0,0.0
438,nytimes,Mon Jan 15 01:49:14 +0000 2018,Vikings Shock Saints on Last-Second Touchdown by Stefon Diggs https://t.co/l8VlsKxwQe,-0.3818,0.0,0.776,0.224
439,nytimes,Mon Jan 15 01:41:54 +0000 2018,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/CqxEpjEwpZ",0.0,0.0,1.0,0.0
440,nytimes,Mon Jan 15 01:22:55 +0000 2018,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/yan4tsOORc",0.0,0.0,1.0,0.0
441,nytimes,Mon Jan 15 01:04:22 +0000 2018,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/HhluE5bIs5,-0.296,0.0,0.891,0.109
442,nytimes,Mon Jan 15 00:47:03 +0000 2018,Essay: The Poet of Light https://t.co/2vn1TEtBSN,0.0,0.0,1.0,0.0
443,nytimes,Mon Jan 15 00:41:27 +0000 2018,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/uetTDZsMuI",-0.6529,0.078,0.633,0.289
444,nytimes,Mon Jan 15 00:24:05 +0000 2018,Military Quietly Prepares for a Last Resort: War With North Korea https://t.co/wS6mIkgOHl,-0.5994,0.0,0.719,0.281
445,nytimes,Mon Jan 15 00:20:30 +0000 2018,"Missouri’s Combative Governor, Deep in Scandal, Puts on the Charm https://t.co/VFpPcoDS4l",-0.0516,0.185,0.616,0.199
446,nytimes,Mon Jan 15 00:18:48 +0000 2018,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/UDeoSKSwC4,-0.0516,0.097,0.796,0.106
447,nytimes,Mon Jan 15 00:00:20 +0000 2018,A Republican senator who was at the White House immigration meeting said President Trump did not use a vulgarity to… https://t.co/rGfKAmEWbl,0.0,0.0,1.0,0.0
448,nytimes,Sun Jan 14 23:35:56 +0000 2018,Op-Ed Contributor: How the Other Half Lives in Iran https://t.co/X6m7ZC5XTP,0.0,0.0,1.0,0.0
449,nytimes,Sun Jan 14 23:30:28 +0000 2018,RT @nytopinion: President Trump's actions break with years of American nuclear policy. They also make it harder to persuade other nations t…,0.0,0.0,1.0,0.0
450,nytimes,Sun Jan 14 23:09:05 +0000 2018,Darren Criss Plays the Happy-Go-Lucky Killer in the Versace TV Drama https://t.co/PuXylc9q3N,-0.5106,0.123,0.613,0.264
451,nytimes,Sun Jan 14 23:00:27 +0000 2018,"In some countries, Facebook’s fiddling has magnified fake news https://t.co/Wve2NysTcL",-0.4767,0.0,0.744,0.256
452,nytimes,Sun Jan 14 22:33:02 +0000 2018,"Video: A plane trying to land in Turkey made a heart-stopping skid off a runway, ending up feet from the Black Sea https://t.co/AAIn0KNDLt",0.0,0.0,1.0,0.0
453,nytimes,Sun Jan 14 22:06:15 +0000 2018,"Jaguars 45, Steelers 42 | Divisional round: Jaguars Stun Steelers to Reach A.F.C. Championship Game https://t.co/Oib9KNWqS1",0.4588,0.235,0.765,0.0
454,nytimes,Sun Jan 14 22:00:23 +0000 2018,"In 1968, The Beatles trudged through dense forest to an ashram in India, where they spent weeks writing songs. The… https://t.co/4qS0piKNqA",0.0,0.0,1.0,0.0
455,nytimes,Sun Jan 14 21:45:50 +0000 2018,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/bdUCvziesG",-0.6529,0.078,0.633,0.289
456,nytimes,Sun Jan 14 21:28:39 +0000 2018,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/CEFnI9EeMJ",0.0,0.0,1.0,0.0
457,nytimes,Sun Jan 14 21:10:06 +0000 2018,"An unspectacular week at the box office led ""Jumanji: Welcome to the Jungle"" back to No. 1 https://t.co/X1g2x0lEiQ",0.2023,0.149,0.743,0.109
458,nytimes,Sun Jan 14 21:00:04 +0000 2018,"""It’s remarkable how well it has eased my twitchy phone checking."" A small group of people have turned their phone… https://t.co/VFsnM5ajbG",0.7845,0.317,0.683,0.0
459,nytimes,Sun Jan 14 20:43:04 +0000 2018,"He's being called ""frost boy."" But the image of an 8-year-old with icicles in his hair who trekked miles to school… https://t.co/jNM6ZqNlwb",0.0,0.0,1.0,0.0
460,nytimes,Sun Jan 14 20:30:11 +0000 2018,"RT @nytopinion: Immigrants are more likely to be fleeing dysfunctions and prejudices than they are to be bringing them, writes @BretStephen…",-0.4215,0.0,0.877,0.123
461,nytimes,Sun Jan 14 20:14:09 +0000 2018,"She left France to join Islamic militants in Syria, and now with the collapse of ISIS wants to return. But can she? https://t.co/IRd249fhaT",-0.25,0.083,0.795,0.121
462,nytimes,Sun Jan 14 20:00:28 +0000 2018,"DACA participants can again apply for renewal of protection, the U.S. immigration agency said https://t.co/jBcr0G8Lfa",0.0,0.0,1.0,0.0
463,nytimes,Sun Jan 14 19:47:04 +0000 2018,"The death toll in the mudslides that buried parts of Montecito in muck and boulders has risen to 20, officials said https://t.co/hL9kMaAtAT",-0.5994,0.0,0.843,0.157
464,nytimes,Sun Jan 14 19:31:03 +0000 2018,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/5yYYqjR0I7",0.4588,0.267,0.6,0.133
465,nytimes,Sun Jan 14 19:31:02 +0000 2018,"""I'm ready for crypto assets to go down 90 percent. I'll feel better then, I think. This has been too insane."" https://t.co/YKDQpv2e7j",0.7269,0.283,0.717,0.0
466,nytimes,Sun Jan 14 19:13:03 +0000 2018,Your Sunday playlist has arrived https://t.co/aW6xfGiPgg,0.0,0.0,1.0,0.0
467,nytimes,Sun Jan 14 19:00:21 +0000 2018,"""I love working out so much that I belong to two gyms."" How 50 Cent spends his Sundays: https://t.co/VIJ18SsKIY",0.6369,0.198,0.802,0.0
468,nytimes,Sun Jan 14 18:44:03 +0000 2018,"Investigators said that the Las Vegas gunman used anonymous communications devices, including a prepaid cellphone,… https://t.co/nafEGnB7fi",0.0,0.0,1.0,0.0
469,nytimes,Sun Jan 14 18:31:05 +0000 2018,What does the false missile alert in Hawaii tell us about these government-run warning systems? That they need majo… https://t.co/FTEqVxrEm5,-0.0516,0.097,0.796,0.106
470,nytimes,Sun Jan 14 18:20:08 +0000 2018,"President Trump has been known to refer to Ronna McDaniel as ""my Romney"" https://t.co/zyd9R2chkl",0.0,0.0,1.0,0.0
471,nytimes,Sun Jan 14 18:10:06 +0000 2018,"Chelsea Manning filed to run for Senate in Maryland, according to federal election filings https://t.co/sPlt4U5MJF",0.0,0.0,1.0,0.0
472,nytimes,Sun Jan 14 18:00:06 +0000 2018,"David Perdue said Dick Durbin's account of President Trump's language was a ""gross misrepresentation"" https://t.co/8EoPHPzzrz",-0.8555,0.0,0.539,0.461
473,nytimes,Sun Jan 14 17:45:09 +0000 2018,"A former Steeler's CTE diagnosis led to a $1 billion settlement for retired players, but a technicality has left hi… https://t.co/ezbbd4vUBE",0.0,0.0,1.0,0.0
474,nytimes,Sun Jan 14 17:30:24 +0000 2018,"""We fully felt like we were about to die. I drove to try to get to my kids even though I knew I probably wouldn't m… https://t.co/lpp0Sehj5O",-0.2782,0.097,0.767,0.136
475,nytimes,Sun Jan 14 17:15:04 +0000 2018,A group in northwestern Africa that is loyal to ISIS claimed responsibility for the attack in Niger that killed 4 A… https://t.co/ckgxpfDebz,-0.6705,0.112,0.614,0.274
476,nytimes,Sun Jan 14 17:00:24 +0000 2018,Opinion: Is there life after liberalism? https://t.co/L4DBqnbECw,0.0,0.0,1.0,0.0
477,nytimes,Sun Jan 14 16:46:04 +0000 2018,"The first time cutting season came around, Nice Leng’ete and her sister ran away and hid in a tree. The second time… https://t.co/eUlj16WnT4",0.2263,0.113,0.769,0.117
478,nytimes,Sun Jan 14 16:40:07 +0000 2018,"""I'm running,"" Mitt Romney says privately, but as a Trump friend or foe? https://t.co/PMBo6AWzYv",0.1154,0.225,0.574,0.201
479,nytimes,Sun Jan 14 16:31:03 +0000 2018,President Trump accused The Wall Street Journal of purposely misquoting him. The Journal responded by posting an au… https://t.co/pcKo0BO4Fv,-0.296,0.0,0.891,0.109
480,nytimes,Sun Jan 14 16:15:14 +0000 2018,"""We swerved all of a sudden. The front of the plane crashed and the back was in the air. Everyone panicked."" https://t.co/XWkKBlsktK",0.0,0.0,1.0,0.0
481,nytimes,Sun Jan 14 16:00:19 +0000 2018,Afghan officials said that meetings were underway in Turkey between their government and representatives of the Tal… https://t.co/fjfszdHUH1,0.0,0.0,1.0,0.0
482,nytimes,Sun Jan 14 15:45:09 +0000 2018,"""SNL"" took aim at ""Morning Joe,"" with Bill Murray as Stephen Bannon and Fred Armisen as Michael Wolff https://t.co/B6E1qzAffx",0.0,0.0,1.0,0.0
483,nytimes,Sun Jan 14 15:30:14 +0000 2018,"""The risk of accidental nuclear war is not hypothetical — accidents have happened in the past, and humans will err… https://t.co/AXGCDpnjeV",-0.6529,0.078,0.633,0.289
484,nytimes,Sun Jan 14 15:15:07 +0000 2018,Dolphins show self-recognition earlier than children https://t.co/JhRYEGnz87,0.0,0.0,1.0,0.0
485,nytimes,Sun Jan 14 15:00:18 +0000 2018,"""I 100% support the fight for fair pay and I'm donating the $1.5M to the Time's Up Legal Defense Fund in Michelle W… https://t.co/uHWv6Hkrdt",0.4588,0.267,0.6,0.133
486,nytimes,Sun Jan 14 14:46:02 +0000 2018,"A new 3-D videomicroscope gives surgeons ""Superman eyes"" and helps them perform and teach delicate brain operations https://t.co/L8mfsQ1cO9",0.4215,0.202,0.798,0.0
487,nytimes,Sun Jan 14 14:33:01 +0000 2018,"Opinion: ""Hillary Clinton, the first woman who had a real shot at the presidency, has finally set off a national aw… https://t.co/m0rzwUxudL",0.0,0.0,1.0,0.0
488,nytimes,Sun Jan 14 14:15:02 +0000 2018,"""This system failed miserably and we need to start over,"" Senator Brian Schatz of Hawaii said https://t.co/xob5P1wRjW",-0.7506,0.0,0.701,0.299
489,nytimes,Sun Jan 14 14:00:13 +0000 2018,"An Iranian oil tanker that collided with another vessel in the East China Sea sank on Sunday, the Chinese Ministry… https://t.co/bJpAUGa73F",0.0,0.0,1.0,0.0
490,nytimes,Sun Jan 14 13:49:03 +0000 2018,"RT @nytimesworld: In 2016, this is how @Pontifex explained his prolonged absence from his homeland: “The world is bigger than Argentina.” h…",0.0,0.0,1.0,0.0
491,nytimes,Sun Jan 14 13:36:04 +0000 2018,"""You can't look down to read the speech, you have to take the speech up. Because if you did your neck would break.""… https://t.co/O4GoxcSM7I",0.0,0.0,1.0,0.0
492,nytimes,Sun Jan 14 13:15:07 +0000 2018,"Opinion: Martin Luther King Jr.’s assassination, on April 4, 1968, played a direct role in Franklin’s creation. And… https://t.co/4clKD7Kg2c",-0.1027,0.192,0.641,0.167
493,nytimes,Sun Jan 14 13:09:09 +0000 2018,Op-Ed Columnist: Is There Life After Liberalism? https://t.co/hJDH8Ansf8,0.0,0.0,1.0,0.0
494,nytimes,Sun Jan 14 13:00:22 +0000 2018,He was badly wounded during last summer’s attack on the Republican congressional baseball team. Nearly every hour b… https://t.co/Ksv6E3SmWg,-0.7351,0.0,0.733,0.267
495,nytimes,Sun Jan 14 12:45:04 +0000 2018,"The first time cutting season came around, Nice Leng’ete and her sister ran away and hid in a tree. The second time… https://t.co/oplchBjO54",0.2263,0.113,0.769,0.117
496,nytimes,Sun Jan 14 12:30:06 +0000 2018,She even stopped using her full name — Ronna Romney McDaniel — professionally after President Trump joked with her… https://t.co/i6z4geQCau,0.1027,0.114,0.792,0.094
497,nytimes,Sun Jan 14 12:15:03 +0000 2018,"The Trump administration is set to shrink Bears Ears by 85% next month, potentially opening more than a million acr… https://t.co/DcGoDxSCIi",0.0,0.0,1.0,0.0
498,nytimes,Sun Jan 14 12:00:10 +0000 2018,"In 2017, extreme weather events caused a total of $306 billion in damage in the U.S. https://t.co/dkn2lk4gE4",-0.4939,0.0,0.824,0.176
499,nytimes,Sun Jan 14 11:30:16 +0000 2018,For decades the E train in NYC has been one of the lines most used by homeless people to sleep because it stays und… https://t.co/27xDD6sCiU,0.0,0.0,1.0,0.0
